JOBID;JOBNAME;JOBGROUP;LEVEL;DOMAIN;PRE_VALIDATION_JOB_NAME;POST_VALIDATION_JOB_NAME
J01;tb_regional_hr_est_gral_analyticssec;1;1;hr_est_gral;;
