JOBID;JOBNAME;JOBGROUP;LEVEL;DOMAIN;PRE_VALIDATION_JOB_NAME;POST_VALIDATION_JOB_NAME
J01;tb_regional_hr_dota_bp_analyticssec;1;1;hr_dota_bp;;
