JOBID;JOBNAME;JOBGROUP;LEVEL;DOMAIN;PRE_VALIDATION_JOB_NAME;POST_VALIDATION_JOB_NAME
J01;analytics-job-files/tb_reg_hremplsgrouptext_analyticssec;1;1;hremplsgrouptext;;
